source,name,desks,colors,images,specifications,prices
https://www.thegioididong.com/dtdd/iphone-16-pro-max,Điện thoại iPhone 16 Pro Max 256GB,"['256GB', '512GB', '1TB']","['Titan Sa Mạc', 'Titan trắng', 'Titan đen', 'Titan tự nhiên']","['https://cdn.tgdd.vn/Products/Images/42/329149/Slider/vi-vn-iphone-16-pro-max-1.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329149/Slider/vi-vn-iphone-16-pro-max-2.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329149/Slider/vi-vn-iphone-16-pro-max-3.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329149/Slider/vi-vn-iphone-16-pro-max-4.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329149/Slider/vi-vn-iphone-16-pro-max-5.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329149/Slider/vi-vn-iphone-16-pro-max-6.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329149/Slider/vi-vn-iphone-16-pro-max-7.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-titan-sa-mac-1-638638962337813406-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-titan-sa-mac-2-638638962343879149-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-titan-sa-mac-3-638638962351331027-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-titan-sa-mac-4-638638962357240755-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-titan-sa-mac-5-638638962363556047-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-titan-sa-mac-6-638638962370086021-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-titan-sa-mac-7-638638962376712626-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-titan-sa-mac-8-638638962382491273-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-titan-sa-mac-9-638638962388943852-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329149/iphone-16-pro-max-tem-99-638645211537873999-180x125.jpg']","[{'Hệ điều hành:': 'iOS 18'}, {'Chip xử lý (CPU):': 'Apple A18 Pro 6 nhân'}, {'Tốc độ CPU:': 'Hãng không công bố'}, {'Chip đồ họa (GPU):': 'Apple GPU 6 nhân'}, {'RAM:': '8 GB'}, {'Dung lượng lưu trữ:': '256 GB'}, {'Dung lượng còn lại (khả dụng) khoảng:': '241 GB'}, {'Danh bạ:': 'Không giới hạn'}, {'Độ phân giải camera sau:': 'Chính 48 MP & Phụ 48 MP, 12 MP'}, {'Quay phim camera sau:': ['HD 720p@30fps', 'FullHD 1080p@60fps', 'FullHD 1080p@30fps', 'FullHD 1080p@25fps', 'FullHD 1080p@240fps', 'FullHD 1080p@120fps', '4K 2160p@60fps', '4K 2160p@30fps', '4K 2160p@25fps', '4K 2160p@24fps', '4K 2160p@120fps', '4K 2160p@100fps', '2.8K 60fps']}, {'Đèn Flash camera sau:': 'Có'}, {'Tính năng camera sau:': ['Ảnh Raw', 'Điều khiển camera (Camera Control)', 'Zoom quang học', 'Zoom kỹ thuật số', 'Xóa phông', 'Trôi nhanh thời gian (Time Lapse)', 'Smart HDR 5', 'Siêu độ phân giải', 'Siêu cận (Macro)', 'Quay video định dạng Log', 'Quay video ProRes', 'Quay chậm (Slow Motion)', 'Live Photos', 'Góc siêu rộng (Ultrawide)', 'Dolby Vision HDR', 'Deep Fusion', 'Cinematic', 'Chụp ảnh liên tục', 'Chống rung quang học (OIS)', 'Chế độ hành động (Action Mode)', 'Chân dung đêm', 'Bộ lọc màu', 'Ban đêm (Night Mode)', 'Photonic Engine']}, {'Độ phân giải camera trước:': '12 MP'}, {'Tính năng camera trước:': ['Smart HDR 5', 'Xóa phông', 'Trôi nhanh thời gian (Time Lapse)', 'Retina Flash', 'Quay video định dạng Log', 'Quay video ProRes', 'Quay video Full HD', 'Quay video 4K', 'Quay chậm (Slow Motion)', 'Live Photos', 'Deep Fusion', 'Cinematic', 'Chụp ảnh Raw', 'Chụp ảnh liên tục', 'Chụp đêm', 'Chống rung', 'Bộ lọc màu', 'Photonic Engine']}, {'Công nghệ màn hình:': 'OLED'}, {'Độ phân giải màn hình:': 'Super Retina XDR (1320 x 2868 Pixels)'}, {'Màn hình rộng:': ['6.9"" - Tần số quét 120 Hz', '120 Hz']}, {'Độ sáng tối đa:': '2000 nits'}, {'Mặt kính cảm ứng:': 'Kính cường lực Ceramic Shield'}, {'Dung lượng pin:': '33 giờ'}, {'Loại pin:': 'Li-Ion'}, {'Hỗ trợ sạc tối đa:': '20 W'}, {'Công nghệ pin:': ['Tiết kiệm pin', 'Sạc pin nhanh', 'Sạc ngược qua cáp', 'Sạc không dây MagSafe', 'Sạc không dây']}, {'Bảo mật nâng cao:': 'Mở khoá khuôn mặt Face ID'}, {'Tính năng đặc biệt:': ['Âm thanh Dolby Atmos', 'Phát hiện va chạm (Crash Detection)', 'Màn hình luôn hiển thị AOD', 'Loa kép', 'HDR10+', 'HDR10', 'DCI-P3', 'Công nghệ âm thanh Dolby Digital Plus', 'Công nghệ hình ảnh Dolby Vision', 'Công nghệ HLG', 'Công nghê âm thanh Dolby Digital', 'Chạm 2 lần sáng màn hình', 'Apple Pay']}, {'Kháng nước, bụi:': 'IP68'}, {'Ghi âm:': 'Ghi âm mặc định'}, {'Xem phim:': ['MP4', 'HEVC']}, {'Nghe nhạc:': ['MP3', 'FLAC', 'Apple Lossless', 'APAC', 'AAC']}, {'Mạng di động:': 'Hỗ trợ 5G'}, {'SIM:': '1 Nano SIM & 1 eSIM'}, {'Wifi:': ['Wi-Fi MIMO', 'Wi-Fi 7']}, {'GPS:': ['QZSS', 'NavIC', 'iBeacon', 'GPS', 'GLONASS', 'GALILEO', 'BEIDOU']}, {'Bluetooth:': 'v5.3'}, {'Cổng kết nối/sạc:': 'Type-C'}, {'Jack tai nghe:': 'Type-C'}, {'Kết nối khác:': 'NFC'}, {'Thiết kế:': 'Nguyên khối'}, {'Chất liệu:': 'Khung Titan & Mặt lưng kính cường lực'}, {'Kích thước, khối lượng:': 'Dài 163 mm - Ngang 77.6 mm - Dày 8.25 mm - Nặng 227 g'}, {'Thời điểm ra mắt:': '09/2024'}, {'Hãng:': ['iPhone (Apple). Xem thông tin hãng', 'Xem thông tin hãng']}]","[{'color': 'Titan Sa Mạc', 'price_base': '34.990.000₫', 'discount': '', 'status': '', 'desk': '256GB'}, {'color': 'Titan trắng', 'price_base': '34.990.000₫', 'discount': '', 'status': '', 'desk': '256GB'}, {'color': 'Titan đen', 'price_base': '34.990.000₫', 'discount': '34.890.000₫', 'status': '', 'desk': '256GB'}, {'color': 'Titan tự nhiên', 'price_base': '34.990.000₫', 'discount': '', 'status': '', 'desk': '256GB'}, {'color': 'Titan Sa Mạc', 'price_base': '40.990.000₫', 'discount': '', 'status': '', 'desk': '512GB'}, {'color': 'Titan trắng', 'price_base': '40.990.000₫', 'discount': '', 'status': '', 'desk': '512GB'}, {'color': 'Titan đen', 'price_base': '40.990.000₫', 'discount': '', 'status': '', 'desk': '512GB'}, {'color': 'Titan tự nhiên', 'price_base': '40.990.000₫', 'discount': '', 'status': '', 'desk': '512GB'}, {'color': 'Titan Sa Mạc', 'price_base': '46.990.000₫', 'discount': '', 'status': '', 'desk': '1TB'}, {'color': 'Titan trắng', 'price_base': '46.990.000₫', 'discount': '', 'status': '', 'desk': '1TB'}, {'color': 'Titan đen', 'price_base': '46.990.000₫', 'discount': '', 'status': '', 'desk': '1TB'}, {'color': 'Titan tự nhiên', 'price_base': '46.990.000₫', 'discount': '', 'status': 'HẾT HÀNG TẠM THỜI', 'desk': '1TB'}]"
https://www.thegioididong.com/dtdd/iphone-16-pro,Điện thoại iPhone 16 Pro 128GB,"['128GB', '256GB', '512GB', '1TB']","['Titan Sa Mạc', 'Titan đen', 'Titan tự nhiên', 'Titan trắng']","['https://cdn.tgdd.vn/Products/Images/42/329143/Slider/vi-vn-iphone-16-pro-1.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329143/Slider/vi-vn-iphone-16-pro-2.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329143/Slider/vi-vn-iphone-16-pro-3.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329143/Slider/vi-vn-iphone-16-pro-4.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329143/Slider/iphone-16-pro-05-1020x570.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329143/Slider/vi-vn-iphone-16-pro-6.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329143/Slider/vi-vn-iphone-16-pro-7.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-titan-sa-mac-1-638638979065595000-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-titan-sa-mac-2-638638979074194078-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-titan-sa-mac-3-638638979080345262-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-titan-sa-mac-4-638638979090032976-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-titan-sa-mac-5-638638979095787393-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-titan-sa-mac-6-638638979102345968-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-titan-sa-mac-7-638638979108659231-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-titan-sa-mac-8-638638979114770926-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-titan-sa-mac-9-638638979121031234-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329143/iphone-16-pro-tem-99-638645188594717281-180x125.jpg']","[{'Hệ điều hành:': 'iOS 18'}, {'Chip xử lý (CPU):': 'Apple A18 Pro 6 nhân'}, {'Tốc độ CPU:': 'Hãng không công bố'}, {'Chip đồ họa (GPU):': 'Apple GPU 6 nhân'}, {'RAM:': '8 GB'}, {'Dung lượng lưu trữ:': '128 GB'}, {'Dung lượng còn lại (khả dụng) khoảng:': '113 GB'}, {'Danh bạ:': 'Không giới hạn'}, {'Độ phân giải camera sau:': 'Chính 48 MP & Phụ 48 MP, 12 MP'}, {'Quay phim camera sau:': ['HD 720p@30fps', 'FullHD 1080p@60fps', 'FullHD 1080p@30fps', 'FullHD 1080p@25fps', 'FullHD 1080p@240fps', 'FullHD 1080p@120fps', '4K 2160p@60fps', '4K 2160p@30fps', '4K 2160p@25fps', '4K 2160p@24fps', '4K 2160p@120fps', '4K 2160p@100fps', '2.8K 60fps']}, {'Đèn Flash camera sau:': 'Có'}, {'Tính năng camera sau:': ['Ảnh Raw', 'Điều khiển camera (Camera Control)', 'Zoom quang học', 'Zoom kỹ thuật số', 'Xóa phông', 'Trôi nhanh thời gian (Time Lapse)', 'Smart HDR 5', 'Siêu độ phân giải', 'Siêu cận (Macro)', 'Quay video định dạng Log', 'Quay video ProRes', 'Quay chậm (Slow Motion)', 'Live Photos', 'Góc siêu rộng (Ultrawide)', 'Dolby Vision HDR', 'Deep Fusion', 'Cinematic', 'Chụp ảnh liên tục', 'Chống rung quang học (OIS)', 'Chế độ hành động (Action Mode)', 'Chân dung đêm', 'Bộ lọc màu', 'Ban đêm (Night Mode)', 'Photonic Engine']}, {'Độ phân giải camera trước:': '12 MP'}, {'Tính năng camera trước:': ['Smart HDR 5', 'Xóa phông', 'Trôi nhanh thời gian (Time Lapse)', 'Retina Flash', 'Quay video định dạng Log', 'Quay video ProRes', 'Quay video Full HD', 'Quay video 4K', 'Quay chậm (Slow Motion)', 'Live Photos', 'Deep Fusion', 'Cinematic', 'Chụp ảnh Raw', 'Chụp ảnh liên tục', 'Chụp đêm', 'Chống rung', 'Bộ lọc màu', 'Photonic Engine']}, {'Công nghệ màn hình:': 'OLED'}, {'Độ phân giải màn hình:': 'Super Retina XDR (1206 x 2622 Pixels)'}, {'Màn hình rộng:': ['6.3"" - Tần số quét 120 Hz', '120 Hz']}, {'Độ sáng tối đa:': '2000 nits'}, {'Mặt kính cảm ứng:': 'Kính cường lực Ceramic Shield'}, {'Dung lượng pin:': '27 giờ'}, {'Loại pin:': 'Li-Ion'}, {'Hỗ trợ sạc tối đa:': '20 W'}, {'Công nghệ pin:': ['Tiết kiệm pin', 'Sạc pin nhanh', 'Sạc ngược qua cáp', 'Sạc không dây MagSafe', 'Sạc không dây']}, {'Bảo mật nâng cao:': 'Mở khoá khuôn mặt Face ID'}, {'Tính năng đặc biệt:': ['Âm thanh Dolby Atmos', 'Phát hiện va chạm (Crash Detection)', 'Màn hình luôn hiển thị AOD', 'Loa kép', 'HDR10+', 'HDR10', 'DCI-P3', 'Công nghệ âm thanh Dolby Digital Plus', 'Công nghệ hình ảnh Dolby Vision', 'Công nghệ HLG', 'Công nghê âm thanh Dolby Digital', 'Chạm 2 lần sáng màn hình', 'Apple Pay']}, {'Kháng nước, bụi:': 'IP68'}, {'Ghi âm:': 'Ghi âm mặc định'}, {'Xem phim:': ['MP4', 'HEVC']}, {'Nghe nhạc:': ['MP3', 'FLAC', 'Apple Lossless', 'APAC', 'AAC']}, {'Mạng di động:': 'Hỗ trợ 5G'}, {'SIM:': '1 Nano SIM & 1 eSIM'}, {'Wifi:': ['Wi-Fi MIMO', 'Wi-Fi 7']}, {'GPS:': ['QZSS', 'NavIC', 'iBeacon', 'GPS', 'GLONASS', 'GALILEO', 'BEIDOU']}, {'Bluetooth:': 'v5.3'}, {'Cổng kết nối/sạc:': 'Type-C'}, {'Jack tai nghe:': 'Type-C'}, {'Kết nối khác:': 'NFC'}, {'Thiết kế:': 'Nguyên khối'}, {'Chất liệu:': 'Khung Titan & Mặt lưng kính cường lực'}, {'Kích thước, khối lượng:': 'Dài 149.6 mm - Ngang 71.5 mm - Dày 8.25 mm - Nặng 199 g'}, {'Thời điểm ra mắt:': '09/2024'}, {'Hãng:': ['iPhone (Apple). Xem thông tin hãng', 'Xem thông tin hãng']}]","[{'color': 'Titan Sa Mạc', 'price_base': '28.990.000₫', 'discount': '', 'status': '', 'desk': '128GB'}, {'color': 'Titan đen', 'price_base': '28.990.000₫', 'discount': '', 'status': '', 'desk': '128GB'}, {'color': 'Titan tự nhiên', 'price_base': '28.990.000₫', 'discount': '', 'status': '', 'desk': '128GB'}, {'color': 'Titan trắng', 'price_base': '28.990.000₫', 'discount': '', 'status': '', 'desk': '128GB'}, {'color': 'Titan Sa Mạc', 'price_base': '31.990.000₫', 'discount': '', 'status': '', 'desk': '256GB'}, {'color': 'Titan đen', 'price_base': '31.990.000₫', 'discount': '', 'status': '', 'desk': '256GB'}, {'color': 'Titan tự nhiên', 'price_base': '31.990.000₫', 'discount': '', 'status': '', 'desk': '256GB'}, {'color': 'Titan trắng', 'price_base': '31.990.000₫', 'discount': '', 'status': '', 'desk': '256GB'}, {'color': 'Titan Sa Mạc', 'price_base': '37.990.000₫', 'discount': '', 'status': '', 'desk': '512GB'}, {'color': 'Titan đen', 'price_base': '37.990.000₫', 'discount': '', 'status': 'HẾT HÀNG TẠM THỜI', 'desk': '512GB'}, {'color': 'Titan tự nhiên', 'price_base': '37.990.000₫', 'discount': '', 'status': '', 'desk': '512GB'}, {'color': 'Titan trắng', 'price_base': '37.990.000₫', 'discount': '', 'status': '', 'desk': '512GB'}, {'color': 'Titan Sa Mạc', 'price_base': '43.990.000₫', 'discount': '', 'status': '', 'desk': '1TB'}, {'color': 'Titan đen', 'price_base': '43.990.000₫', 'discount': '', 'status': '', 'desk': '1TB'}, {'color': 'Titan tự nhiên', 'price_base': '43.990.000₫', 'discount': '', 'status': '', 'desk': '1TB'}, {'color': 'Titan trắng', 'price_base': '43.990.000₫', 'discount': '', 'status': '', 'desk': '1TB'}]"
https://www.thegioididong.com/dtdd/iphone-16-plus,Điện thoại iPhone 16 Plus 128GB,"['128GB', '256GB', '512GB']","['Đen', 'Hồng', 'Xanh Lưu Ly', 'Xanh Mòng Két', 'Trắng']","['https://cdn.tgdd.vn/Products/Images/42/329138/Slider/vi-vn-iphone-16-plus-1.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329138/Slider/vi-vn-iphone-16-plus-2.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329138/Slider/vi-vn-iphone-16-plus-3.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329138/Slider/vi-vn-iphone-16-plus-4.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329138/Slider/vi-vn-iphone-16-plus-5.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329138/Slider/vi-vn-iphone-16-plus-6.jpg', 'https://cdn.tgdd.vn/Products/Images/42/329138/Slider/vi-vn-iphone-16-plus-7.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-den-1-638639096261944470-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-den-2-638639096269223702-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-den-3-638639096274574680-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-den-4-638639096281075491-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-den-5-638639096286504086-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-den-6-638639096293084792-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-den-7-638639096298653707-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-den-8-638639096304831006-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-den-9-638639096310341834-180x125.jpg', 'https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/329138/iphone-16-plus-tem-99-638645216714595123-180x125.jpg']","[{'Hệ điều hành:': 'iOS 18'}, {'Chip xử lý (CPU):': 'Apple A18 6 nhân'}, {'Tốc độ CPU:': 'Hãng không công bố'}, {'Chip đồ họa (GPU):': 'Apple GPU 5 nhân'}, {'RAM:': '8 GB'}, {'Dung lượng lưu trữ:': '128 GB'}, {'Dung lượng còn lại (khả dụng) khoảng:': '113 GB'}, {'Danh bạ:': 'Không giới hạn'}, {'Độ phân giải camera sau:': 'Chính 48 MP & Phụ 12 MP'}, {'Quay phim camera sau:': ['HD 720p@30fps', 'FullHD 1080p@60fps', 'FullHD 1080p@30fps', 'FullHD 1080p@25fps', 'FullHD 1080p@240fps', 'FullHD 1080p@120fps', '4K 2160p@60fps', '4K 2160p@30fps', '4K 2160p@25fps', '4K 2160p@24fps', '2.8K 60fps']}, {'Đèn Flash camera sau:': 'Có'}, {'Tính năng camera sau:': ['Điều khiển camera (Camera Control)', 'Zoom quang học', 'Zoom kỹ thuật số', 'Xóa phông', 'Toàn cảnh (Panorama)', 'Smart HDR 5', 'Siêu độ phân giải', 'Siêu cận (Macro)', 'Góc siêu rộng (Ultrawide)', 'Dolby Vision HDR', 'Deep Fusion', 'Cinematic', 'Chụp ảnh liên tục', 'Chống rung quang học (OIS)', 'Chế độ hành động (Action Mode)', 'Bộ lọc màu', 'Ban đêm (Night Mode)', 'Photonic Engine']}, {'Độ phân giải camera trước:': '12 MP'}, {'Tính năng camera trước:': ['Smart HDR 5', 'Xóa phông', 'Trôi nhanh thời gian (Time Lapse)', 'Retina Flash', 'Quay video Full HD', 'Quay video 4K', 'Quay chậm (Slow Motion)', 'Nhãn dán (AR Stickers)', 'Live Photos', 'Deep Fusion', 'Cinematic', 'Chụp ảnh liên tục', 'Chụp đêm', 'Chống rung', 'Bộ lọc màu', 'TrueDepth', 'Photonic Engine']}, {'Công nghệ màn hình:': 'OLED'}, {'Độ phân giải màn hình:': 'Super Retina XDR (1290 x 2796 Pixels)'}, {'Màn hình rộng:': ['6.7"" - Tần số quét 60 Hz', '60 Hz']}, {'Độ sáng tối đa:': '2000 nits'}, {'Mặt kính cảm ứng:': 'Kính cường lực Ceramic Shield'}, {'Dung lượng pin:': '27 giờ'}, {'Loại pin:': 'Li-Ion'}, {'Hỗ trợ sạc tối đa:': '20 W'}, {'Công nghệ pin:': ['Tiết kiệm pin', 'Sạc pin nhanh', 'Sạc ngược qua cáp', 'Sạc không dây MagSafe', 'Sạc không dây']}, {'Bảo mật nâng cao:': 'Mở khoá khuôn mặt Face ID'}, {'Tính năng đặc biệt:': ['Âm thanh Dolby Atmos', 'Phát hiện va chạm (Crash Detection)', 'Loa kép', 'HDR10+', 'HDR10', 'DCI-P3', 'Công nghệ âm thanh Dolby Digital Plus', 'Công nghệ True Tone', 'Công nghệ hình ảnh Dolby Vision', 'Công nghệ HLG', 'Công nghê âm thanh Dolby Digital', 'Chạm 2 lần sáng màn hình', 'Apple Pay']}, {'Kháng nước, bụi:': 'IP68'}, {'Ghi âm:': 'Ghi âm mặc định'}, {'Xem phim:': ['MP4', 'HEVC']}, {'Nghe nhạc:': ['MP3', 'FLAC', 'Apple Lossless', 'APAC', 'AAC']}, {'Mạng di động:': 'Hỗ trợ 5G'}, {'SIM:': '1 Nano SIM & 1 eSIM'}, {'Wifi:': ['Wi-Fi MIMO', 'Wi-Fi 7']}, {'GPS:': ['QZSS', 'iBeacon', 'GPS', 'GLONASS', 'GALILEO', 'BEIDOU']}, {'Bluetooth:': 'v5.3'}, {'Cổng kết nối/sạc:': 'Type-C'}, {'Jack tai nghe:': 'Type-C'}, {'Kết nối khác:': 'NFC'}, {'Thiết kế:': 'Nguyên khối'}, {'Chất liệu:': 'Khung nhôm & Mặt lưng kính cường lực'}, {'Kích thước, khối lượng:': 'Dài 160.9 mm - Ngang 77.8 mm - Dày 7.8 mm - Nặng 199 g'}, {'Thời điểm ra mắt:': '09/2024'}, {'Hãng:': ['iPhone (Apple). Xem thông tin hãng', 'Xem thông tin hãng']}]","[{'color': 'Đen', 'price_base': '25.990.000₫', 'discount': '', 'status': '', 'desk': '128GB'}, {'color': 'Hồng', 'price_base': '25.990.000₫', 'discount': '', 'status': '', 'desk': '128GB'}, {'color': 'Xanh Lưu Ly', 'price_base': '25.990.000₫', 'discount': '25.890.000₫', 'status': '', 'desk': '128GB'}, {'color': 'Xanh Mòng Két', 'price_base': '25.990.000₫', 'discount': '', 'status': 'HẾT HÀNG TẠM THỜI', 'desk': '128GB'}, {'color': 'Trắng', 'price_base': '25.990.000₫', 'discount': '', 'status': 'HẾT HÀNG TẠM THỜI', 'desk': '128GB'}, {'color': 'Đen', 'price_base': '28.990.000₫', 'discount': '28.790.000₫', 'status': '', 'desk': '256GB'}, {'color': 'Hồng', 'price_base': '28.990.000₫', 'discount': '28.590.000₫', 'status': '', 'desk': '256GB'}, {'color': 'Xanh Lưu Ly', 'price_base': '28.990.000₫', 'discount': '', 'status': '', 'desk': '256GB'}, {'color': 'Xanh Mòng Két', 'price_base': '28.990.000₫', 'discount': '', 'status': '', 'desk': '256GB'}, {'color': 'Trắng', 'price_base': '28.990.000₫', 'discount': '28.690.000₫', 'status': '', 'desk': '256GB'}, {'color': 'Đen', 'price_base': '34.990.000₫', 'discount': '', 'status': '', 'desk': '512GB'}, {'color': 'Hồng', 'price_base': '34.990.000₫', 'discount': '', 'status': 'HẾT HÀNG TẠM THỜI', 'desk': '512GB'}, {'color': 'Xanh Lưu Ly', 'price_base': '34.990.000₫', 'discount': '', 'status': 'HẾT HÀNG TẠM THỜI', 'desk': '512GB'}, {'color': 'Xanh Mòng Két', 'price_base': '34.990.000₫', 'discount': '', 'status': 'HẾT HÀNG TẠM THỜI', 'desk': '512GB'}, {'color': 'Trắng', 'price_base': '34.990.000₫', 'discount': '', 'status': '', 'desk': '512GB'}]"
